client_id,account_number,num_trades,total_volume,partner_id,bank_id,bank_name,entity_name,is_in_fraud_ring
C_000524,8031DBFE0,1,9007.68,P_0011,1669,Germany Bank #38,Partnership #25375,True
C_000525,8031EB1D0,1,35724.14,P_0164,17732,First Bank of Albany,Partnership #6789,False
C_000526,803288750,1,1701.26,P_0122,11974,The Pine Federal Bank,Partnership #7363,False
C_000527,803297210,1,1991.76,P_0122,14549,Savings Bank of Fairfield,Partnership #14597,False
C_000528,8032BB490,1,3284.61,P_0122,16136,Heath Savings Bank,Partnership #7366,False
C_000529,8032BC5B0,1,2254.01,P_0122,4523,Savings Bank of Detroit,Corporation #17679,False
C_000530,8032BDAA0,1,4621.77,P_0122,6010,Bank of Fort Wayne,Partnership #720,False
C_000531,8033098C0,1,11430.04,P_0010,16031,Savings Bank of Phoenix,Partnership #48265,False
C_000532,80337A8B0,1,3199.32,P_0187,24840,Croatia Bank #36,Partnership #28665,False
C_000533,80337C400,1,2840.52,P_0187,26860,Spain Bank #12,Corporation #24998,False
C_000534,8033D1170,1,1600.69,P_0187,16991,Netherlands Bank #127,Sole Proprietorship #27033,False
C_000535,8033D3A90,1,3631.92,P_0187,3881,France Bank #33,Partnership #28395,False
C_000536,8033D5DA0,1,3883.52,P_0187,12797,Italy Bank #304,Partnership #24696,False
C_000537,8033DE400,1,3227.17,P_0187,21745,Austria Bank #2,Partnership #7964,False
C_000538,8033E2790,1,1186.1,P_0187,11056,Germany Bank #214,Corporation #24868,False
C_000539,8033F8090,1,2639.06,P_0122,1588,National Bank of Boston,Partnership #7633,False
C_000540,80340DCF0,1,8760.78,P_0045,1601,Acme Cooperative Bank,Sole Proprietorship #6651,True
C_000541,80342F060,1,16314.67,P_0134,18617,First Bank of Detroit,Partnership #11085,True
C_000542,80349D400,1,6260.67,P_0117,6129,National Bank of Boston,Partnership #17505,True
C_000543,8034D0820,1,2790.91,P_0122,1241,Flagstone Bancorp,Partnership #2918,False
C_000544,8034E9AF0,1,4024.7,P_0143,14549,Savings Bank of Fairfield,Corporation #14755,False
C_000545,8034EA210,1,2830.96,P_0143,8771,Sappo Bank,Sole Proprietorship #3805,False
C_000546,8034EC110,1,208.75,P_0143,8623,Savings Bank of Fairfield,Corporation #5629,False
C_000547,8034ED400,1,4349.69,P_0143,21575,First Bank of the North,Partnership #1109,False
C_000548,8034EF760,1,238.51,P_0143,31019,Bank of Hartford,Partnership #15146,False
C_000549,803509D50,1,5897.02,P_0044,13037,First Bank of Hartford,Partnership #7309,True
C_000550,803528D30,1,4825.07,P_0143,16333,Plateau Credit Union,Partnership #7344,False
C_000551,80352CBF0,1,4362.53,P_0143,10,National Bank of Laramie,Partnership #7345,False
C_000552,80352DE00,1,549.22,P_0143,4866,First Bank of Los Angeles,Sole Proprietorship #4025,False
C_000553,803531060,1,1818.82,P_0143,28827,First Bank of Tuscon,Partnership #1570,False
C_000554,803616220,1,15291.64,P_0009,18200,China Bank #10,Corporation #28458,True
C_000555,8036AE1C0,1,564572.32,P_0029,21615,China Bank #340,Sole Proprietorship #54158,True
C_000556,8036B6370,1,3392.54,P_0099,38026,China Bank #959,Partnership #31283,False
C_000557,803707DC0,1,12898.83,P_0114,18067,China Bank #4,Partnership #30721,True
C_000558,80372CF70,1,19766.3,P_0074,25768,France Bank #46,Corporation #28214,True
C_000559,803793A30,1,6090.71,P_0074,1068,National Bank of Detroit,Partnership #7561,True
C_000560,8037951D0,1,1209.8,P_0106,1362,Golden Bancorp,Partnership #19276,True
C_000561,803803990,1,12927.3,P_0182,19318,China Bank #38,Partnership #30900,True
C_000562,80381C7A0,1,5182.98,P_0009,19477,China Bank #41,Sole Proprietorship #46103,True
C_000563,80382B300,5,7173002.4,P_0090,15,Japan Bank #0,Sole Proprietorship #30545,False
C_000564,803892E30,1,13970.12,P_0092,20,China Bank #6,Partnership #30356,True
C_000565,8038A96B0,1,14968.7,P_0120,18067,China Bank #4,Corporation #28289,True
C_000566,8038DE530,1,50677.2,P_0034,21258,Brownstone Trust Bank,Partnership #7636,True
C_000567,8038DF660,1,15108.13,P_0104,9587,China Bank #69,Corporation #28399,True
C_000568,803908540,1,14621.61,P_0043,5627,China Bank #9,Sole Proprietorship #30181,True
C_000569,80390F790,1,15924.14,P_0134,19318,China Bank #38,Partnership #30825,True
C_000570,80391BE70,1,5462.9,P_0134,29715,China Bank #61,Sole Proprietorship #52858,True
C_000571,803936B10,1,737.49,P_0099,35594,China Bank #815,Partnership #31313,False
C_000572,80399CED0,1,8430.98,P_0173,29788,China Bank #26,Sole Proprietorship #29292,True
C_000573,8039B1E10,1,3510590.38,P_0077,9679,Japan Bank #8,Sole Proprietorship #30572,True
C_000574,8039D2050,1,11628.18,P_0185,12735,Bank of Hartford,Partnership #14213,True
C_000575,8039DCF40,1,12617.24,P_0007,24,Japan Bank #41,Partnership #31646,True
C_000576,803A01980,1,21558.03,P_0168,39852,Japan Bank #156,Partnership #31696,False
C_000577,803A1AC00,1,7784.72,P_0159,29467,Japan Bank #35,Sole Proprietorship #31476,True
C_000578,803AE3170,1,38.48,P_0155,39438,Acme Federal Bank,Corporation #1602,False
C_000579,803B2B200,1,1855096.91,P_0034,10060,Japan Bank #22,Partnership #31646,True
C_000580,803B70100,1,7287.29,P_0062,19925,Japan Bank #36,Partnership #31815,True
C_000581,803B7F120,1,130471290.55,P_0117,27637,Spruce Bancorp,Corporation #6031,True
C_000582,803C1D400,1,19962.06,P_0199,18511,Bank of Denver,Sole Proprietorship #952,True
C_000583,803C2EC60,1,1527269.87,P_0034,29089,Acme Thrift,Sole Proprietorship #1412,True
C_000584,803C62630,1,1557864.56,P_0135,16643,Italy Bank #6,Partnership #24172,True
C_000585,803C66270,1,20517.02,P_0002,11974,The Pine Federal Bank,Sole Proprietorship #2077,True
C_000586,803C83D60,1,18384.19,P_0015,16031,Savings Bank of Phoenix,Corporation #11115,True
C_000587,803C8E640,1,189.64,P_0155,39077,Baltech Thrift,Sole Proprietorship #983,False
C_000588,803CA3E20,1,1534.12,P_0067,1420,Golden Bancorp,Corporation #55228,False
C_000589,803CA44E0,1,4369.39,P_0092,4726,Savings Bank of Huron,Corporation #7620,True
C_000590,803CA5E40,1,3282.13,P_0067,3149,Acme Federal Bank,Partnership #6714,False
C_000591,803CA74A0,1,2175.9,P_0067,14433,Bank of Springfield,Sole Proprietorship #7424,False
C_000592,803CA9090,1,3180.63,P_0067,9129,National Bank of Danbury,Corporation #4341,False
C_000593,803CAB8E0,1,1768.43,P_0067,795,First Bank of Montpelier,Partnership #2330,False
C_000594,803CABBA0,1,709.99,P_0067,3229,Arbor Savings Bank,Sole Proprietorship #7429,False
C_000595,803CB25D0,1,897.42,P_0067,3149,Acme Federal Bank,Corporation #17060,False
C_000596,803CB7C80,1,2629.54,P_0067,1467,Plandor Trust Bank,Sole Proprietorship #7437,False
C_000597,803CC8F60,1,12754.41,P_0036,210319,Japan Bank #45,Corporation #30208,True
C_000598,803CFE980,1,73536.18,P_0044,1916,Slovakia Bank #106,Sole Proprietorship #22420,True
C_000599,803D15580,1,17649.12,P_0154,16354,Germany Bank #124,Partnership #25544,True
C_000600,803D94320,1,13561.88,P_0045,24,Japan Bank #41,Partnership #31653,True
C_000601,803D99E70,1,1067.76,P_0183,10099,Japan Bank #46,Corporation #29718,True
C_000602,803DE4A90,1,1683500.75,P_0034,15,Japan Bank #0,Partnership #31639,True
C_000603,803E16070,1,453.49,P_0155,32410,Bank of Milford,Partnership #5554,False
C_000604,803E261B0,1,4069.43,P_0011,17222,First Bank of Houston,Partnership #8037,True
C_000605,803E42EC0,1,3592.17,P_0091,210404,Plandor Trust Bank,Corporation #50615,False
C_000606,803E75780,1,3298.25,P_0010,210319,Japan Bank #45,Partnership #31646,True
C_000607,803ED04F0,1,438.17,P_0160,10060,Japan Bank #22,Corporation #29578,True
C_000608,803F5E160,1,19296.1,P_0094,21,Japan Bank #18,Sole Proprietorship #31369,False
C_000609,803F5F9E0,1,489071.54,P_0094,210319,Japan Bank #45,Partnership #31646,False
C_000610,803F7BFD0,1,90194.5,P_0094,15,Japan Bank #0,Sole Proprietorship #31560,False
C_000611,803F7CB60,1,12488.01,P_0094,210261,Japan Bank #44,Partnership #8169,False
C_000612,803F7D750,1,103140.58,P_0094,10057,Japan Bank #13,Partnership #39280,False
C_000613,803F7D7A0,1,83188.7,P_0094,9679,Japan Bank #8,Sole Proprietorship #30818,False
C_000614,803F85BC0,1,298387.96,P_0094,24,Japan Bank #41,Sole Proprietorship #30658,False
C_000615,803F9CB00,1,16979.61,P_0041,21,Japan Bank #18,Corporation #46485,True
C_000616,803FF3D90,1,3557.72,P_0019,6803,First Bank of Lacrosse,Corporation #352,True
C_000617,803FFE7B0,1,3886.84,P_0017,12,National Bank of the East,Corporation #52794,False
C_000618,803FFF060,1,482829.5,P_0017,12735,Bank of Hartford,Corporation #44950,False
C_000619,804000110,1,4373.83,P_0017,1241,Flagstone Bancorp,Sole Proprietorship #7638,False
C_000620,804002180,1,4075.85,P_0017,17425,Baltech Thrift,Partnership #8143,False
C_000621,804007450,1,3555.01,P_0017,6803,First Bank of Lacrosse,Sole Proprietorship #1454,False
C_000622,80400CD90,1,4075.45,P_0017,18819,Savings Bank of Newport,Sole Proprietorship #974,False
C_000623,80400D790,1,1848.03,P_0017,1665,Savings Bank of Los Angeles,Corporation #8475,False
C_000624,804010010,1,1786.24,P_0017,4523,Savings Bank of Detroit,Partnership #4807,False
C_000625,80411A570,1,24052.57,P_0168,310454,Japan Bank #303,Partnership #42146,False
C_000626,8041293F0,1,1949818.73,P_0135,210690,Japan Bank #50,Corporation #29525,True
C_000627,80414D430,1,65933.85,P_0037,21,Japan Bank #18,Partnership #31646,False
C_000628,8041535D0,1,460650.65,P_0037,10656,Japan Bank #24,Corporation #29863,False
C_000629,804154080,1,2.99,P_0037,311062,Japan Bank #312,Sole Proprietorship #31025,False
C_000630,8041553F0,1,115788.37,P_0037,210261,Japan Bank #44,Corporation #29578,False
C_000631,804157340,1,448369.98,P_0037,15,Japan Bank #0,Corporation #29861,False
C_000632,804157930,1,431934.86,P_0037,210997,Japan Bank #179,Sole Proprietorship #31025,False
C_000633,804159070,1,416404.16,P_0037,10813,Japan Bank #55,Partnership #31639,False
C_000634,80415B520,1,422169.38,P_0037,10057,Japan Bank #13,Sole Proprietorship #31025,False
C_000635,80415B840,1,213260.38,P_0037,210997,Japan Bank #179,Corporation #29935,False
C_000636,804162D10,1,13753.42,P_0092,110057,Japan Bank #43,Corporation #30217,True
C_000637,804199520,1,2006.1,P_0085,10,National Bank of Laramie,Sole Proprietorship #7045,False
C_000638,80419C290,1,4252.56,P_0085,1853,Bank of New York,Partnership #7326,False
C_000639,80419D520,1,4668.0,P_0085,1,Arbor Savings Bank,Corporation #5479,False
C_000640,8041A3440,2,19374.39,P_0074,29404,Savings Bank of Laramie,Sole Proprietorship #5335,True
C_000641,8041AE410,1,453.2,P_0056,37212,Greece Bank #5561,Partnership #24236,False
C_000642,8041BF7D0,1,753.6,P_0085,701,First Bank of Springfield,Corporation #6496,False
C_000643,8041BF870,1,3277.29,P_0085,18902,Sea Bank,Partnership #9522,False
C_000644,8041DDAA0,1,611.0,P_0085,1674,Savings Bank of Topeka,Partnership #7094,False
C_000645,8041DE150,1,2210.12,P_0085,10232,Regents Thrift,Partnership #20292,False
C_000646,8041EA620,1,982.3,P_0095,701,First Bank of Springfield,Partnership #8260,False
C_000647,8041EAC10,1,1470.99,P_0095,10232,Regents Thrift,Sole Proprietorship #7758,False
C_000648,8041EACB0,1,4223.96,P_0095,16333,Plateau Credit Union,Sole Proprietorship #13540,False
C_000649,8041EAE90,1,241.84,P_0095,33812,Hilltop Cooperative Bank,Corporation #18488,False
C_000650,8041EBB50,1,830.83,P_0095,9129,National Bank of Danbury,Partnership #8261,False
C_000651,8041EE000,1,1988.72,P_0095,701,First Bank of Springfield,Partnership #1923,False
C_000652,8041EEB20,1,763.39,P_0095,11318,First Bank of Arkadelphia,Corporation #6467,False
C_000653,8041F2330,1,4137.64,P_0095,1241,Flagstone Bancorp,Sole Proprietorship #7760,False
C_000654,804220990,1,2765.42,P_0085,5836,Savings Bank of New York,Partnership #5900,False
C_000655,80426CBE0,1,4634.9,P_0158,1729,Willows Bancorp,Partnership #8374,False
C_000656,80426DD10,1,3034.4,P_0158,1068,National Bank of Detroit,Sole Proprietorship #20728,False
C_000657,80426E0D0,1,1351.26,P_0158,29251,Bank of Detroit,Corporation #6559,False
C_000658,80426F040,1,3858.86,P_0158,1412,First Bank of Indianapolis,Corporation #6565,False
C_000659,80426F9F0,1,4647.03,P_0158,1292,Savings Bank of Seattle,Partnership #5698,False
C_000660,80426FEA0,1,1852.88,P_0158,1047,Flagstone Federal Bank,Corporation #5299,False
C_000661,804290F90,1,15088.57,P_0041,2947,Savings Bank of Butte,Partnership #5821,True
C_000662,8042A4260,1,4234.71,P_0158,2845,Sea Bank,Sole Proprietorship #4186,False
C_000663,8042E6710,1,9067.31,P_0185,24144,France Bank #52,Sole Proprietorship #47875,True
C_000664,80437CC40,1,15305.3,P_0007,28771,Savings Bank of Lacrosse,Partnership #15469,False
C_000665,8043A3B30,1,4352.15,P_0111,10614,National Bank of Arkadelphia,Corporation #17907,False
C_000666,8043B07C0,1,7999.49,P_0173,2843,Sappo Bancorp,Sole Proprietorship #7920,True
C_000667,8043B3220,1,4808.66,P_0111,1,Arbor Savings Bank,Partnership #14085,False
C_000668,8043B3630,1,4348.28,P_0111,13037,First Bank of Hartford,Partnership #8443,False
C_000669,8043B3AB0,1,943.12,P_0111,18015,First Bank of Tampa,Partnership #8442,False
C_000670,8043B3D70,1,3927.68,P_0111,3144,Savings Bank of Phoenix,Corporation #18985,False
C_000671,8043B7D50,1,579.57,P_0111,1457,National Bank of Helena,Partnership #5431,False
C_000672,8043B8100,1,489.63,P_0111,6803,First Bank of Lacrosse,Sole Proprietorship #6041,False
C_000673,804404E30,1,257.83,P_0138,19925,Japan Bank #36,Partnership #47946,True
C_000674,8044218D0,1,6461.8,P_0138,1588,National Bank of Boston,Sole Proprietorship #3965,True
C_000675,8044456B0,1,2815.05,P_0072,10099,Japan Bank #46,Corporation #29972,True
C_000676,8044CB690,1,12620.48,P_0145,10642,First Bank of Springfield,Partnership #1092,True
C_000677,8044E2C30,1,444.61,P_0041,10581,Japan Bank #63,Corporation #30029,True
C_000678,8044FA220,1,38835.99,P_0168,39885,Japan Bank #816,Corporation #29862,False
C_000679,80451C2E0,1,10398.03,P_0129,16109,Acme Federal Bank,Partnership #6922,True
C_000680,80451FEA0,1,44424.75,P_0154,23537,Capital Trust Bank,Corporation #6696,False
C_000681,8045CEDC0,1,3651.84,P_0091,111491,Oasis Bank,Partnership #10474,False
C_000682,8045D1B90,1,2643.4,P_0091,8771,Sappo Bank,Corporation #4956,False
C_000683,8045D60B0,1,2729.37,P_0091,16163,First Bank of Boston,Partnership #3849,False
C_000684,8045D96D0,1,357.07,P_0091,28771,Savings Bank of Lacrosse,Partnership #3512,False
C_000685,8045DD3B0,1,1789.15,P_0091,21550,First Bank of New Orleans,Corporation #6759,False
C_000686,8045DDC70,1,1359.97,P_0091,1068,National Bank of Detroit,Corporation #14107,False
C_000687,8045E84A0,1,29090.81,P_0168,311858,Japan Bank #436,Corporation #29863,False
C_000688,804622AD0,1,1509335.0,P_0034,11808,Japan Bank #58,Sole Proprietorship #31308,True
C_000689,8046427D0,1,15065.13,P_0182,11402,Japan Bank #53,Sole Proprietorship #31592,True
C_000690,804671B60,1,16008.34,P_0015,24,Japan Bank #41,Sole Proprietorship #31337,True
C_000691,80468FA70,1,15761.21,P_0185,24,Japan Bank #41,Sole Proprietorship #31351,True
C_000692,8046D5A70,1,5021.92,P_0045,10441,Germany Bank #133,Partnership #45637,True
C_000693,804844840,1,16942.48,P_0161,11899,Bank of Butte,Sole Proprietorship #2068,True
C_000694,8048C52A0,1,82.61,P_0056,35471,Netherlands Bank #3926,Sole Proprietorship #29257,False
C_000695,8048CB7A0,1,11252.9,P_0010,8248,China Bank #39,Partnership #30356,True
C_000696,8048E30F0,1,17498.02,P_0110,19329,First Bank of Chicago,Partnership #8763,True
C_000697,804909F00,1,4075.35,P_0103,17615,Germany Bank #32,Sole Proprietorship #23257,False
C_000698,804916DF0,1,2265.75,P_0103,210617,France Bank #111,Corporation #22588,False
C_000699,8049240D0,1,180.06,P_0103,210617,France Bank #111,Partnership #25509,False
C_000700,804924210,1,342.38,P_0103,21918,Belgium Bank #87,Sole Proprietorship #22700,False
C_000701,804924E40,1,1701.41,P_0103,6030,Netherlands Bank #55,Corporation #27801,False
C_000702,80493AB10,1,192.07,P_0155,34704,Bank of Boston,Corporation #13610,False
C_000703,80493B000,2,6023.34,P_0015,21174,Bank of the West,Sole Proprietorship #39984,False
C_000704,8049DF570,1,167361853.53,P_0170,71,India Bank #2,Sole Proprietorship #31648,True
C_000705,804A57800,1,3036.41,P_0150,28726,Netherlands Bank #195,Partnership #24835,False
C_000706,804A5CB10,1,1759.42,P_0150,8888,Belgium Bank #417,Sole Proprietorship #42042,False
C_000707,804A5EDC0,1,211.8,P_0150,36575,France Bank #4358,Partnership #29440,False
C_000708,804A63A90,1,458.21,P_0150,1501,Germany Bank #239,Corporation #37409,False
C_000709,804A66840,1,439.58,P_0072,22,Germany Bank #65,Partnership #24852,True
C_000710,804A67C40,1,3651.84,P_0150,18460,Portugal Bank #473,Corporation #20762,False
C_000711,804A6AD60,1,1581.8,P_0150,23691,Spain Bank #81,Corporation #20865,False
C_000712,804A6B820,1,3669.77,P_0150,10404,Italy Bank #685,Partnership #42835,False
C_000713,804A6CD50,1,231.91,P_0150,25536,Belgium Bank #26,Corporation #21598,False
C_000714,804A6DAB0,1,3213.45,P_0150,210575,Germany Bank #322,Sole Proprietorship #38965,False
C_000715,804A8B6A0,1,4874.14,P_0064,212818,India Bank #30,Sole Proprietorship #31648,True
C_000716,804A8ED70,1,11760.19,P_0165,312293,India Bank #84,Corporation #41376,False
C_000717,804AB26D0,1,332810.98,P_0052,112497,India Bank #6,Corporation #54478,False
C_000718,804AB8130,1,251298.72,P_0052,112064,India Bank #26,Partnership #52143,False
C_000719,804B1A1C0,1,135393.64,P_0052,212789,India Bank #69,Partnership #32618,False
C_000720,804B1A940,1,195640.61,P_0052,16,India Bank #32,Corporation #30526,False
C_000721,804B28A20,1,155462.47,P_0052,7,India Bank #25,Partnership #32618,False
C_000722,804B2B4D0,1,349475.34,P_0052,112637,India Bank #34,Sole Proprietorship #31648,False
C_000723,804B3A880,1,212512.75,P_0052,112497,India Bank #6,Partnership #51400,False
C_000724,804B43600,1,30.46,P_0190,1241,Flagstone Bancorp,Corporation #17371,False
C_000725,804B45400,1,133328.93,P_0052,3,China Bank #14,Corporation #30398,False
C_000726,804B9FA50,1,2517.3,P_0129,213005,India Bank #28,Partnership #32618,True
C_000727,804BD06D0,1,18048.55,P_0062,212789,India Bank #69,Sole Proprietorship #43116,True
C_000728,804BD70D0,1,11958.54,P_0019,12,National Bank of the East,Corporation #53108,True
C_000729,804BF4310,1,332.76,P_0056,313016,France Bank #4210,Partnership #39119,False
C_000730,804C4A090,1,66374.29,P_0165,312744,India Bank #140,Sole Proprietorship #31818,False
C_000731,804D08FE0,1,8198.55,P_0196,6,India Bank #0,Sole Proprietorship #41249,False
C_000732,804E674E0,1,8105.67,P_0160,7042,Sappo Federal Bank,Corporation #5633,True
C_000733,804E76DF0,1,6609.33,P_0120,14549,Savings Bank of Fairfield,Partnership #38442,True
C_000734,804F47D50,1,8383.91,P_0161,13029,India Bank #59,Corporation #48076,True
C_000735,804F4AED0,1,0.11,P_0165,313638,India Bank #277,Partnership #32618,False
C_000736,804FCC420,1,23620.25,P_0165,313747,India Bank #1154,Partnership #39325,False
C_000737,804FE2220,1,9873.51,P_0117,213737,India Bank #15,Partnership #32618,True
C_000738,804FF77B0,1,4492.45,P_0088,112989,India Bank #7,Partnership #13692,True
C_000739,805016710,1,16971.29,P_0019,16,India Bank #32,Partnership #33053,True
C_000740,805049F80,1,20798.61,P_0170,12,National Bank of the East,Corporation #1682,False
C_000741,805090B10,1,5596.26,P_0041,210404,Plandor Trust Bank,Corporation #7367,True
C_000742,8050A3DA0,1,20583.8,P_0159,111764,Golden Credit Union,Sole Proprietorship #3855,True
C_000743,8050CBD30,1,99825.61,P_0136,213005,India Bank #28,Partnership #32618,False
C_000744,8050CCBD0,1,198601.17,P_0136,113090,India Bank #29,Sole Proprietorship #31648,False
C_000745,8050CCE00,1,332626.93,P_0136,13029,India Bank #59,Corporation #31432,False
C_000746,8050CD030,1,82678.69,P_0136,112931,India Bank #27,Corporation #31279,False
C_000747,8050D0DA0,1,111382.25,P_0136,13029,India Bank #59,Partnership #32618,False
C_000748,8050D4A40,1,26011.84,P_0136,112931,India Bank #27,Partnership #32618,False
C_000749,8050DEC30,1,83226.88,P_0136,13659,India Bank #44,Partnership #32636,False
C_000750,8050E5110,1,233806.96,P_0136,213005,India Bank #28,Corporation #30805,False
C_000751,805148BD0,1,10394.61,P_0010,3489,Ireland Bank #71,Sole Proprietorship #24892,True
C_000752,80514C390,1,134.14,P_0110,19023,Portugal Bank #371,Corporation #54807,True
C_000753,80514DE20,1,15254.39,P_0009,701,First Bank of Springfield,Corporation #7408,True
C_000754,8051A6D90,1,2430.02,P_0118,23537,Capital Trust Bank,Partnership #15546,False
C_000755,8051AB5D0,1,2285.26,P_0118,2947,Savings Bank of Butte,Sole Proprietorship #8849,False
C_000756,8051B0790,1,2085.04,P_0118,11813,Savings Bank of Fairfield,Partnership #9388,False
C_000757,8051E3B20,1,8369.41,P_0010,1412,First Bank of Indianapolis,Partnership #9358,True
C_000758,8051EB080,1,4430.32,P_0118,1853,Bank of New York,Partnership #9390,False
C_000759,8051F0120,1,741.26,P_0118,1467,Plandor Trust Bank,Corporation #13748,False
C_000760,8051F0A90,1,1756.79,P_0118,12446,Bank of Boston,Partnership #42607,False
C_000761,8051F6EC0,1,723.11,P_0118,27637,Spruce Bancorp,Sole Proprietorship #16510,False
C_000762,8051FE490,1,637.12,P_0118,1244,Bank of Arkadelphia,Sole Proprietorship #2347,False
C_000763,8052A7650,1,3476032.52,P_0192,17222,First Bank of Houston,Partnership #9486,False
C_000764,8052AA960,1,3024.5,P_0192,1047,Flagstone Federal Bank,Partnership #17051,False
C_000765,8052CC970,1,2978.9,P_0192,2627,Mountain Trust Bank,Sole Proprietorship #1,False
C_000766,8052F0D90,1,1957.31,P_0192,113779,First Bank of Arkadelphia,Sole Proprietorship #15827,False
C_000767,8052F0DE0,1,2181.88,P_0192,14433,Bank of Springfield,Partnership #21973,False
C_000768,8053046F0,1,3466.48,P_0192,16788,Savings Bank of Sacramento,Sole Proprietorship #8963,False
C_000769,8053051B0,1,166.99,P_0192,110603,Bank of Providence,Sole Proprietorship #8965,False
C_000770,805306A30,1,1588.3,P_0192,13264,First Bank of Los Angeles,Sole Proprietorship #7092,False
C_000771,805307550,1,2502.26,P_0192,25637,Arbor Bancorp,Partnership #4379,False
C_000772,805307640,1,7209.64,P_0007,1244,Bank of Arkadelphia,Sole Proprietorship #7697,True
C_000773,805307690,1,4733.0,P_0192,1244,Bank of Arkadelphia,Sole Proprietorship #46897,False
C_000774,805316300,1,129371.14,P_0044,16643,Italy Bank #6,Partnership #21224,True
C_000775,80534C060,1,4682.47,P_0002,16,India Bank #32,Corporation #30885,True
C_000776,805373270,1,40015.25,P_0024,71,India Bank #2,Sole Proprietorship #31648,False
C_000777,80537FD10,1,14595.35,P_0024,214529,India Bank #53,Partnership #32618,False
C_000778,805384DD0,1,5807.66,P_0106,71,India Bank #2,Sole Proprietorship #31648,True
C_000779,805391A30,1,301983.97,P_0024,13029,India Bank #59,Corporation #31433,False
C_000780,8053BE3E0,1,1608.55,P_0009,112931,India Bank #27,Sole Proprietorship #31648,True
C_000781,8053C0C10,1,4296.84,P_0088,13157,India Bank #40,Sole Proprietorship #31648,True
C_000782,8053C6580,2,23352.08,P_0165,314429,India Bank #621,Partnership #39325,False
C_000783,805406270,1,24852.45,P_0024,13154,India Bank #38,Corporation #31441,False
C_000784,80540FE40,1,5644.8,P_0065,313829,India Bank #1041,Corporation #30417,False
C_000785,805419E40,1,159205.91,P_0065,113530,India Bank #45,Partnership #33780,False
C_000786,80541AC10,1,280884.34,P_0065,112989,India Bank #7,Partnership #32618,False
C_000787,80541DD60,1,314947.77,P_0065,112497,India Bank #6,Partnership #32636,False
C_000788,80542BAA0,1,345330.07,P_0065,112497,India Bank #6,Partnership #33783,False
C_000789,80542C550,1,169811.69,P_0065,6,India Bank #0,Partnership #33784,False
C_000790,80542E070,1,360380.21,P_0065,16,India Bank #32,Partnership #41293,False
C_000791,80543C3C0,1,1514.49,P_0173,214050,India Bank #76,Partnership #33091,True
C_000792,80543FE20,1,14496.83,P_0024,13667,India Bank #127,Corporation #41376,False
C_000793,805456420,1,304787.0,P_0024,212789,India Bank #69,Partnership #32618,False
C_000794,8054569F0,1,130895.03,P_0165,314503,India Bank #433,Partnership #33819,False
C_000795,80545FA60,1,108519.87,P_0196,14381,India Bank #49,Sole Proprietorship #31648,False
C_000796,80548FCD0,1,334966.57,P_0196,112931,India Bank #27,Corporation #48479,False
C_000797,805498620,1,71997.61,P_0196,214050,India Bank #76,Partnership #32618,False
C_000798,8054A4000,1,130761.96,P_0196,214308,India Bank #12,Partnership #32618,False
C_000799,8054CDB10,1,271697.55,P_0196,214050,India Bank #76,Partnership #32618,False
C_000800,8054D8C00,1,788219.06,P_0034,13078,India Bank #36,Corporation #31390,True
C_000801,8054E4E40,1,302075.88,P_0196,113090,India Bank #29,Sole Proprietorship #31648,False
C_000802,8054E6B90,1,129353.57,P_0196,3,China Bank #14,Partnership #33781,False
C_000803,8054E7D40,1,191841.79,P_0196,112064,India Bank #26,Partnership #52143,False
C_000804,8054FB670,1,20864.6,P_0196,213737,India Bank #15,Partnership #33779,False
C_000805,8054FCA70,1,152201.2,P_0196,114185,India Bank #56,Corporation #48479,False
C_000806,805507350,1,158287.79,P_0024,13659,India Bank #44,Corporation #30403,False
C_000807,80553D340,1,309.33,P_0155,310844,First Bank of Augusta,Corporation #42494,False
C_000808,8055AE170,1,12080.23,P_0064,1853,Bank of New York,Partnership #5843,True
C_000809,8055F7FF0,1,728042.8,P_0029,213737,India Bank #15,Sole Proprietorship #31648,True
C_000810,80563D160,1,16923.14,P_0185,71,India Bank #2,Sole Proprietorship #32285,True
C_000811,8056D24A0,1,1664651.67,P_0135,14663,Germany Bank #234,Sole Proprietorship #24041,True
C_000812,8057ABC10,1,195.05,P_0056,31726,Spain Bank #3902,Partnership #52885,False
C_000813,8057B0230,1,2364.57,P_0035,908,Plandor Savings Bank,Corporation #39936,False
C_000814,8057B2BA0,1,3775.22,P_0035,12381,Bank of the East,Partnership #5779,False
C_000815,8057BA770,1,743.91,P_0039,2991,Savings Bank of Sacramento,Partnership #18730,True
C_000816,8057C54A0,1,6405.11,P_0062,7478,Savings Bank of Huron,Sole Proprietorship #9256,True
C_000817,8057DA9D0,1,63486.31,P_0035,18819,Savings Bank of Newport,Corporation #40774,False
C_000818,8057DE330,1,263316.83,P_0035,1467,Plandor Trust Bank,Partnership #4102,False
C_000819,8057DE380,1,1685.05,P_0035,21174,Bank of the West,Corporation #7855,False
C_000820,8057F0630,1,1527.25,P_0035,22164,Spruce Cooperative Bank,Sole Proprietorship #9110,False
C_000821,8057F3B50,1,1454.46,P_0035,10642,First Bank of Springfield,Partnership #9809,False
C_000822,805821A90,1,124.85,P_0056,34511,Spain Bank #3276,Partnership #27378,False
C_000823,805886A80,1,20654.63,P_0199,214050,India Bank #76,Partnership #33390,True
