account_id,role,account_number,bank_name,entity_name,is_fraudulent
C_000162,CLIENT,8008B29B0,Greece Bank #77,Sole Proprietorship #42869,True
C_000163,CLIENT,800906D70,Savings Bank of Topeka,Sole Proprietorship #21961,True
C_000164,CLIENT,80090C740,Germany Bank #366,Partnership #46252,False
C_000165,CLIENT,800924840,Finland Bank #0,Partnership #2370,True
C_000166,CLIENT,800934020,Savings Bank of Miami,Corporation #1206,False
C_000167,CLIENT,800937C90,Flagstone Federal Bank,Corporation #6438,False
C_000168,CLIENT,800938D10,First Bank of Springfield,Sole Proprietorship #10549,False
C_000169,CLIENT,800938DB0,First Bank of Arkadelphia,Partnership #1591,False
C_000170,CLIENT,80093B290,Sappo Bancorp,Partnership #47765,True
C_000171,CLIENT,80093F2B0,Arbor Savings Bank,Partnership #1583,False
C_000172,CLIENT,80093F7B0,Savings Bank of Seattle,Sole Proprietorship #2371,False
C_000173,CLIENT,800949570,First Bank of Arkadelphia,Partnership #1564,True
C_000174,CLIENT,800954070,Arbor Savings Bank,Partnership #1587,False
C_000175,CLIENT,800958F00,First Bank of Indianapolis,Partnership #22221,False
C_000176,CLIENT,8009636A0,Finland Bank #0,Partnership #23498,True
C_000177,CLIENT,8009ABF50,Portugal Bank #43,Corporation #20251,True
C_000178,CLIENT,8009C77C0,Spain Bank #23,Sole Proprietorship #22519,True
C_000179,CLIENT,8009E34E0,Italy Bank #49,Corporation #20477,True
C_000180,CLIENT,8009F1D10,First Bank of Plattsburg,Sole Proprietorship #38528,True
C_000181,CLIENT,8009FD120,Portugal Bank #43,Sole Proprietorship #22373,True
C_000182,CLIENT,800A180A0,Italy Bank #95,Sole Proprietorship #26660,True
C_000183,CLIENT,800A483E0,France Bank #51,Partnership #23582,True
C_000184,CLIENT,800A56540,First Bank of Indianapolis,Sole Proprietorship #43537,False
C_000185,CLIENT,800A8E530,First Bank of Springfield,Sole Proprietorship #1613,True
C_000186,CLIENT,800AB4E80,Willows Bancorp,Sole Proprietorship #1631,True
C_000187,CLIENT,800AE9480,Germany Bank #239,Partnership #24894,True
C_000188,CLIENT,800B047D0,Arbor Savings Bank,Sole Proprietorship #6900,True
C_000189,CLIENT,800B68E00,Spain Bank #9,Corporation #27645,True
C_000190,CLIENT,800B7DA00,Netherlands Bank #4,Corporation #20581,True
C_000191,CLIENT,800BCF3C0,Bank of Harrisburg,Sole Proprietorship #17429,False
C_000192,CLIENT,800BFC300,National Bank of Portland,Partnership #10791,False
C_000193,CLIENT,800C67560,Italy Bank #73,Corporation #24603,True
C_000194,CLIENT,800CD0BC0,Savings Bank of Dallas,Partnership #2078,False
C_000195,CLIENT,800D25490,Bank of Lincoln,Partnership #21127,False
C_000196,CLIENT,800D59B70,Spain Bank #3932,Sole Proprietorship #54924,False
C_000197,CLIENT,800D78EB0,Italy Bank #73,Corporation #38373,True
C_000198,CLIENT,800D7BCD0,Brook Credit Union,Corporation #5496,False
C_000199,CLIENT,800D7DDB0,Italy Bank #73,Corporation #20251,True
C_000200,CLIENT,800DF38E0,Sea Community Bank,Corporation #1366,False
C_000201,CLIENT,800E2BB90,National Bank of Chicago,Partnership #2298,False
C_000202,CLIENT,800E9F0B0,National Bank of Laramie,Partnership #44616,True
C_000203,CLIENT,800EF3D90,Spruce Cooperative Bank,Partnership #4847,False
C_000204,CLIENT,800EF7C00,Italy Bank #73,Corporation #20654,True
C_000205,CLIENT,800EFDCD0,Netherlands Bank #4,Sole Proprietorship #48804,True
C_000206,CLIENT,800F113C0,Italy Bank #3941,Corporation #46966,False
C_000207,CLIENT,800F24BE0,Savings Bank of Los Angeles,Partnership #2370,True
C_000208,CLIENT,800F31270,Savings Bank of Los Angeles,Sole Proprietorship #4683,True
C_000209,CLIENT,800F57D60,National Bank of New Orleans,Partnership #54839,True
C_000210,CLIENT,800FC0970,Bank of the East,Partnership #17497,False
C_000211,CLIENT,800FD3C70,Spain Bank #4213,Corporation #26545,False
C_000212,CLIENT,800FFB620,Desert Savings Bank,Partnership #19552,False
C_000213,CLIENT,80101BF40,Germany Bank #239,Corporation #20736,False
C_000214,CLIENT,80101EA40,Savings Bank of Los Angeles,Corporation #20370,False
C_000215,CLIENT,80101F760,Germany Bank #18,Corporation #54975,False
C_000216,CLIENT,8010224C0,Austria Bank #90,Corporation #20407,False
C_000217,CLIENT,8010237A0,Germany Bank #179,Partnership #26512,False
C_000218,CLIENT,801027BB0,Germany Bank #65,Corporation #20703,False
C_000219,CLIENT,80102A1F0,China Bank #6,Corporation #20404,True
C_000220,CLIENT,80102BBA0,France Bank #85,Sole Proprietorship #13857,False
C_000221,CLIENT,80104ABA0,Bank of Chicago,Partnership #2661,True
C_000222,CLIENT,80104B3D0,Plandor Trust Bank,Partnership #2660,True
C_000223,CLIENT,801059EF0,Italy Bank #53,Sole Proprietorship #29206,True
C_000224,CLIENT,801079B80,Netherlands Bank #4,Sole Proprietorship #3506,True
C_000225,CLIENT,8010BAAC0,Mountain Trust Bank,Corporation #2112,True
C_000226,CLIENT,8010D4440,National Bank of the East,Sole Proprietorship #3911,True
C_000227,CLIENT,8010D6C80,Savings Bank of Miami,Partnership #2725,True
C_000228,CLIENT,8010F4680,Spain Bank #23,Partnership #23807,True
C_000229,CLIENT,8010FD8B0,Savings Bank of Los Angeles,Sole Proprietorship #22901,True
C_000230,CLIENT,80111F0D0,Bank of New Orleans,Sole Proprietorship #4804,False
C_000231,CLIENT,80112FAD0,Golden Bancorp,Partnership #38558,False
C_000232,CLIENT,801139C30,Acme Cooperative Bank,Corporation #2123,True
C_000233,CLIENT,80113DA30,Sea Bank,Corporation #8570,False
C_000234,CLIENT,80114E950,National Bank of Boston,Partnership #592,False
C_000235,CLIENT,801150FC0,Bank of Arkadelphia,Sole Proprietorship #2694,False
C_000236,CLIENT,801151150,Bank of New Orleans,Corporation #39861,False
C_000237,CLIENT,8011514B0,Savings Bank of Seattle,Sole Proprietorship #1009,False
C_000238,CLIENT,8011518B0,Bank of the South,Sole Proprietorship #2693,False
C_000239,CLIENT,801151950,Acme Cooperative Bank,Partnership #6834,False
C_000240,CLIENT,801218970,France Bank #35,Corporation #39351,True
C_000241,CLIENT,801228520,Flagstone Bancorp,Corporation #2314,True
C_000242,CLIENT,8012525C0,Arbor Savings Bank,Sole Proprietorship #2883,True
C_000243,CLIENT,801253D80,Savings Bank of Dallas,Partnership #4239,True
C_000244,CLIENT,80128F040,National Bank of the East,Partnership #19423,False
C_000245,CLIENT,8012E62B0,Acme Community Bank,Partnership #39484,True
C_000246,CLIENT,80131B6F0,Arbor Savings Bank,Corporation #2491,False
C_000247,CLIENT,80131B790,Savings Bank of Fairfield,Sole Proprietorship #3054,False
C_000248,CLIENT,8013250D0,Future Cooperative Bank,Corporation #6743,False
C_000249,CLIENT,801325340,Savings Bank of Butte,Partnership #3161,False
C_000250,CLIENT,801338D50,Sappo Bancorp,Sole Proprietorship #3056,False
C_000251,CLIENT,80133B640,Bank of Billings,Partnership #3163,False
C_000252,CLIENT,8013431C0,Bank of Chicago,Sole Proprietorship #3059,False
C_000253,CLIENT,801348970,Spain Bank #23,Partnership #23882,True
C_000254,CLIENT,801396710,National Bank of Laramie,Sole Proprietorship #4417,True
C_000255,CLIENT,8013C5D60,Italy Bank #3941,Corporation #53809,False
C_000256,CLIENT,80145D1D0,Acme Federal Bank,Sole Proprietorship #3216,True
C_000257,CLIENT,8014621B0,Spruce Cooperative Bank,Partnership #112,True
C_000258,CLIENT,801479230,Italy Bank #73,Partnership #28849,True
C_000259,CLIENT,801485510,Willows Bancorp,Partnership #727,True
C_000260,CLIENT,8014CBA10,Willows Community Bank,Partnership #45915,True
C_000261,CLIENT,8014FCAF0,Brownstone Credit Union,Corporation #2671,True
C_000262,CLIENT,801505B60,Italy Bank #316,Corporation #26555,False
C_000263,CLIENT,801514330,Slovakia Bank #3113,Partnership #25509,False
C_000264,CLIENT,80154AAF0,Spain Bank #9,Partnership #23675,True
C_000265,CLIENT,80154ABE0,Germany Bank #74,Sole Proprietorship #13857,False
C_000266,CLIENT,801564480,France Bank #35,Partnership #29014,True
C_000267,CLIENT,80156DE70,Acme Federal Bank,Partnership #3433,True
C_000268,CLIENT,80157E940,Germany Bank #214,Sole Proprietorship #23433,True
C_000269,CLIENT,8015A53B0,Germany Bank #74,Corporation #20520,False
C_000270,CLIENT,8015AB5D0,Germany Bank #74,Sole Proprietorship #22481,False
C_000271,CLIENT,8015ADA70,Germany Bank #160,Sole Proprietorship #22394,False
C_000272,CLIENT,8015AE210,Spain Bank #81,Partnership #23927,False
C_000273,CLIENT,8015AED00,Greece Bank #77,Corporation #20404,False
C_000274,CLIENT,8015AED50,France Bank #75,Partnership #25293,False
C_000275,CLIENT,801656500,Savings Bank of Chicago,Partnership #7042,False
C_000276,CLIENT,8016A8DE0,Willows Community Bank,Sole Proprietorship #45607,True
C_000277,CLIENT,8016AF890,Belgium Bank #79,Sole Proprietorship #23009,True
C_000278,CLIENT,8016EFD70,Spruce Community Bank,Partnership #3589,True
C_000279,CLIENT,801703570,Arbor Thrift,Partnership #3676,True
C_000280,CLIENT,80171D7A0,Sappo Bancorp,Sole Proprietorship #3535,False
C_000281,CLIENT,80171EF50,Willows Community Bank,Sole Proprietorship #6771,False
C_000282,CLIENT,8017213C0,Plandor Savings Bank,Partnership #3727,False
C_000283,CLIENT,80172BC60,First Bank of Hartford,Sole Proprietorship #3542,False
C_000284,CLIENT,80172BDF0,Savings Bank of Huron,Corporation #2887,False
C_000285,CLIENT,80172C960,National Bank of Helena,Sole Proprietorship #3544,False
C_000286,CLIENT,80172FD70,The Pine Thrift,Partnership #7008,False
C_000287,CLIENT,801736690,First Bank of the East,Sole Proprietorship #19742,False
C_000288,CLIENT,801798880,Savings Bank of Huron,Corporation #2943,True
C_000289,CLIENT,8017A4900,National Bank of Dallas,Corporation #14645,False
C_000290,CLIENT,8017F7FF0,Spruce Cooperative Bank,Partnership #3892,True
C_000291,CLIENT,8018031B0,Willows Thrift,Partnership #43162,True
C_000292,CLIENT,801812250,National Bank of the East,Corporation #20567,True
C_000293,CLIENT,801820540,Italy Bank #97,Partnership #28343,True
C_000294,CLIENT,801847600,Golden Bancorp,Corporation #3015,True
C_000295,CLIENT,801856350,National Bank of Boston,Sole Proprietorship #3738,True
C_000296,CLIENT,8018859B0,Arbor Federal Bank,Individual #8,False
C_000297,CLIENT,8018B5A10,Italy Bank #95,Partnership #46767,True
C_000298,CLIENT,8018F8400,Greece Bank #77,Partnership #23412,False
C_000299,CLIENT,801928280,Bank of Chicago,Partnership #4032,True
C_000300,CLIENT,801976F00,Oak Bancorp,Partnership #53828,False
C_000301,CLIENT,801977590,Bank of the West,Partnership #4105,True
C_000302,CLIENT,801986020,Golden Bancorp,Sole Proprietorship #3916,False
C_000303,CLIENT,801987F50,Acme Federal Bank,Partnership #4130,False
C_000304,CLIENT,8019883B0,National Bank of Pittsburgh,Corporation #3156,False
C_000305,CLIENT,801988770,First Bank of Montpelier,Corporation #3157,False
C_000306,CLIENT,80198C590,Savings Bank of Huron,Sole Proprietorship #3914,False
C_000307,CLIENT,80198C680,Bank of Portland,Partnership #11414,False
C_000308,CLIENT,80198F0D0,Bank of the South,Corporation #3167,False
C_000309,CLIENT,801998160,National Bank of Laramie,Sole Proprietorship #3921,True
C_000310,CLIENT,8019D0940,France Bank #35,Partnership #24643,True
C_000311,CLIENT,801A5B470,Savings Bank of New Orleans,Sole Proprietorship #9744,True
C_000312,CLIENT,801A8B2F0,France Bank #75,Corporation #43329,True
C_000313,CLIENT,801ABC430,National Bank of Boston,Sole Proprietorship #4116,True
C_000314,CLIENT,801ADDA10,Greece Bank #77,Corporation #21196,False
C_000315,CLIENT,801ADF2D0,Ireland Bank #96,Sole Proprietorship #26393,False
C_000316,CLIENT,801AE14F0,Italy Bank #97,Partnership #23367,False
C_000317,CLIENT,801AE4070,Ireland Bank #71,Partnership #24782,True
C_000318,CLIENT,801AE6C10,Italy Bank #304,Partnership #28476,False
C_000319,CLIENT,801AE8FD0,Austria Bank #2,Sole Proprietorship #22244,False
C_000320,CLIENT,801AEAD60,Germany Bank #88,Corporation #24345,False
C_000321,CLIENT,801AEF5A0,Italy Bank #73,Partnership #28705,False
C_000322,CLIENT,801AF0C40,Germany Bank #38,Sole Proprietorship #25062,False
C_000323,CLIENT,801AF7AE0,Germany Bank #18,Corporation #20908,False
C_000324,CLIENT,801AF7B80,Finland Bank #0,Corporation #24647,False
C_000325,CLIENT,801B02270,Italy Bank #53,Partnership #22388,False
C_000326,CLIENT,801B91CF0,France Bank #52,Partnership #22388,False
C_000327,CLIENT,801B92F40,Germany Bank #120,Partnership #25271,False
C_000328,CLIENT,801B95CC0,Netherlands Bank #72,Corporation #20961,False
C_000329,CLIENT,801B96120,Germany Bank #18,Sole Proprietorship #24307,False
C_000330,CLIENT,801B96B20,Germany Bank #179,Corporation #20450,False
C_000331,CLIENT,801B96F30,Italy Bank #97,Partnership #7964,False
C_000332,CLIENT,801B96F30,Italy Bank #97,Partnership #7964,False
C_000333,CLIENT,801B984E0,Greece Bank #77,Corporation #51026,False
C_000334,CLIENT,801B9D380,Italy Bank #73,Corporation #21119,False
C_000335,CLIENT,801B9D4C0,Savings Bank of Los Angeles,Corporation #20520,False
C_000336,CLIENT,801B9E2E0,Slovakia Bank #106,Sole Proprietorship #3072,False
C_000337,CLIENT,801B9F6A0,Germany Bank #126,Partnership #46824,False
C_000338,CLIENT,801B9F970,Slovakia Bank #106,Partnership #23983,False
C_000339,CLIENT,801B9F970,Slovakia Bank #106,Partnership #23983,False
C_000340,CLIENT,801B9FC90,Italy Bank #4806,Corporation #53531,False
C_000341,CLIENT,801BA07D0,France Bank #40,Corporation #24943,False
C_000342,CLIENT,801BA2B00,Finland Bank #0,Corporation #23074,False
C_000343,CLIENT,801BA30D0,Savings Bank of Los Angeles,Sole Proprietorship #22320,False
C_000344,CLIENT,801BC6530,Spain Bank #4687,Sole Proprietorship #22317,False
C_000345,CLIENT,801BCE220,Savings Bank of Detroit,Corporation #3400,True
C_000346,CLIENT,801BE1590,Capital Trust Bank,Partnership #4443,True
C_000347,CLIENT,801BF5B20,First Bank of Tampa,Sole Proprietorship #4273,False
C_000348,CLIENT,801BF60F0,Savings Bank of Fairfield,Corporation #221,False
C_000349,CLIENT,801BF6E80,National Bank of Helena,Sole Proprietorship #4275,False
C_000350,CLIENT,801BF8C30,Arbor Savings Bank,Partnership #4500,False
C_000351,CLIENT,801BF9ED0,National Bank of Laramie,Corporation #3427,True
C_000352,CLIENT,801C04740,Germany Bank #160,Corporation #21252,False
C_000353,CLIENT,801C050A0,Croatia Bank #36,Corporation #21172,False
C_000354,CLIENT,801C05E50,Spain Bank #37,Sole Proprietorship #23059,False
C_000355,CLIENT,801C060D0,Portugal Bank #43,Partnership #24242,False
C_000356,CLIENT,801C060D0,Portugal Bank #43,Partnership #24242,False
C_000357,CLIENT,801C061C0,Germany Bank #126,Partnership #23418,False
C_000358,CLIENT,801C06260,Germany Bank #214,Sole Proprietorship #23239,False
C_000359,CLIENT,801C06760,Croatia Bank #36,Corporation #20566,False
C_000360,CLIENT,801C096C0,France Bank #35,Sole Proprietorship #22195,False
C_000361,CLIENT,801C09D00,Germany Bank #65,Partnership #24971,False
C_000362,CLIENT,801C09D50,Germany Bank #21,Partnership #19495,False
C_000363,CLIENT,801C0A520,Germany Bank #65,Corporation #20654,False
C_000364,CLIENT,801C0AE50,Portugal Bank #43,Partnership #23252,False
C_000365,CLIENT,801C0C520,Spain Bank #23,Partnership #23646,False
C_000366,CLIENT,801C0C9D0,Greece Bank #77,Corporation #20663,False
C_000367,CLIENT,801C0C9D0,Greece Bank #77,Corporation #20663,False
C_000368,CLIENT,801C0DD30,Belgium Bank #79,Sole Proprietorship #23012,False
C_000369,CLIENT,801C0F2B0,France Bank #103,Partnership #30131,True
C_000370,CLIENT,801C0F2B0,France Bank #103,Partnership #30131,True
C_000371,CLIENT,801C0F580,Greece Bank #44,Corporation #20520,False
C_000372,CLIENT,801C0FDD0,Italy Bank #97,Sole Proprietorship #27178,False
C_000373,CLIENT,801C0FFB0,France Bank #100,Corporation #20762,False
C_000374,CLIENT,801C0FFB0,France Bank #100,Corporation #20762,False
C_000375,CLIENT,801C152A0,Italy Bank #53,Partnership #28850,True
C_000376,CLIENT,801C3A9F0,National Bank of Portland,Partnership #4499,False
C_000377,CLIENT,801C3D270,Savings Bank of Fairfield,Sole Proprietorship #4279,False
C_000378,CLIENT,801C3E790,First Bank of Indianapolis,Partnership #4502,False
C_000379,CLIENT,801C3FBB0,Savings Bank of Phoenix,Corporation #16348,False
C_000380,CLIENT,801C63740,Ireland Bank #71,Sole Proprietorship #26382,True
C_000381,CLIENT,801D1AD90,Plandor Savings Bank,Partnership #47580,True
C_000382,CLIENT,801D2E530,Germany Bank #60,Sole Proprietorship #23260,True
C_000383,CLIENT,801DA7F20,Plandor Savings Bank,Sole Proprietorship #4475,False
C_000384,CLIENT,801DA8990,National Bank of the East,Partnership #5392,True
C_000385,CLIENT,801DA8990,National Bank of the East,Partnership #5392,True
C_000386,CLIENT,801DAABE0,Golden Bancorp,Sole Proprietorship #4478,False
C_000387,CLIENT,801DAAEA0,Capital Trust Bank,Sole Proprietorship #8658,False
C_000388,CLIENT,801DADE60,First Bank of Hartford,Corporation #3585,False
C_000389,CLIENT,801DAFF30,Willows Community Bank,Sole Proprietorship #41683,False
C_000390,CLIENT,801DB1000,First Bank of Montpelier,Partnership #4693,False
C_000391,CLIENT,801DB18F0,Bank of the East,Partnership #4695,False
C_000392,CLIENT,801DB1D00,Arbor Savings Bank,Partnership #6510,False
C_000393,CLIENT,801DB21F0,First Bank of Tampa,Sole Proprietorship #4479,False
C_000394,CLIENT,801DB2C70,Bank of Billings,Corporation #3587,True
C_000395,CLIENT,801DB4300,Savings Bank of Harrisburg,Partnership #38524,True
C_000396,CLIENT,801DB5620,National Bank of New Orleans,Partnership #4706,False
C_000397,CLIENT,801DB94A0,Savings Bank of Miami,Partnership #4697,True
C_000398,CLIENT,801DB9EC0,Arbor Federal Bank,Corporation #48561,False
C_000399,CLIENT,801DBE6C0,Savings Bank of Harrisburg,Partnership #4699,False
C_000400,CLIENT,801DD1C70,China Bank #6,Corporation #21313,True
C_000401,CLIENT,801E2A890,Spain Bank #23,Partnership #53212,True
C_000402,CLIENT,801E366E0,National Bank of the East,Corporation #13384,True
C_000403,CLIENT,801E76F80,Slovakia Bank #106,Sole Proprietorship #23335,True
C_000404,CLIENT,801E7AFA0,Germany Bank #3920,Sole Proprietorship #23448,False
C_000405,CLIENT,801EA1CE0,Greece Bank #44,Corporation #21360,True
C_000406,CLIENT,801EB8CA0,Germany Bank #105,Corporation #22476,True
C_000407,CLIENT,801EC18E0,Spain Bank #9,Sole Proprietorship #23355,True
C_000408,CLIENT,801EF79E0,France Bank #40,Partnership #24390,True
C_000409,CLIENT,801F03B10,China Bank #6,Corporation #39473,True
C_000410,CLIENT,801F4FAD0,France Bank #75,Corporation #20396,False
C_000411,CLIENT,801F4FC10,Italy Bank #73,Partnership #3174,False
C_000412,CLIENT,801F6B0A0,Savings Bank of Milford,Corporation #2145,True
C_000413,CLIENT,801F97C50,Italy Bank #73,Corporation #20566,False
C_000414,CLIENT,801F9C5C0,France Bank #4283,Partnership #29592,False
C_000415,CLIENT,801FA1270,Netherlands Bank #72,Corporation #20829,False
C_000416,CLIENT,801FA2770,Croatia Bank #36,Partnership #23616,False
C_000417,CLIENT,801FA49E0,Germany Bank #239,Corporation #20566,False
C_000418,CLIENT,801FA85B0,Germany Bank #4242,Partnership #40197,False
C_000419,CLIENT,801FA96C0,Germany Bank #120,Corporation #38363,False
C_000420,CLIENT,801FAB1F0,France Bank #100,Sole Proprietorship #23257,False
C_000421,CLIENT,801FAEF00,Germany Bank #234,Corporation #23760,False
C_000422,CLIENT,801FB2A00,Germany Bank #594,Sole Proprietorship #23866,False
C_000423,CLIENT,801FD9E70,France Bank #103,Partnership #24454,True
C_000424,CLIENT,802018210,National Bank of New Orleans,Partnership #39542,False
C_000425,CLIENT,802042890,Italy Bank #438,Corporation #20146,False
C_000426,CLIENT,80206F320,Italy Bank #49,Corporation #24931,False
C_000427,CLIENT,8020706C0,Germany Bank #286,Corporation #27457,False
C_000428,CLIENT,80208F660,Savings Bank of Miami,Partnership #38510,True
C_000429,CLIENT,8020A44B0,Ireland Bank #4136,Corporation #24458,False
C_000430,CLIENT,8020FB5E0,France Bank #40,Corporation #20989,True
C_000431,CLIENT,8021199E0,Savings Bank of Los Angeles,Partnership #47026,True
C_000432,CLIENT,80211A0E0,Belgium Bank #87,Partnership #24544,True
C_000433,CLIENT,80218A900,Slovakia Bank #106,Partnership #7964,True
C_000434,CLIENT,8021BC810,Hilltop Community Bank,Corporation #13623,True
C_000435,CLIENT,8021FA9F0,Sunrise Credit Union,Sole Proprietorship #4762,False
C_000436,CLIENT,8021FD2A0,Willows Thrift,Partnership #4982,False
C_000437,CLIENT,8021FE8F0,Spruce Trust Bank,Partnership #4027,False
C_000438,CLIENT,802208C20,Sunrise Credit Union,Sole Proprietorship #5403,False
C_000439,CLIENT,80220DF90,Sea Bank,Corporation #3860,False
C_000440,CLIENT,80221DDB0,Savings Bank of Fairfield,Corporation #3865,False
C_000441,CLIENT,80221F5A0,Golden Bancorp,Sole Proprietorship #4772,False
C_000442,CLIENT,80226C7A0,National Bank of the East,Partnership #45924,True
C_000443,CLIENT,80227FC50,Bank of New Orleans,Partnership #5080,True
C_000444,CLIENT,802288860,Netherlands Bank #113,Corporation #20978,True
C_000445,CLIENT,8022EFC20,China Bank #14,Sole Proprietorship #30142,True
C_000446,CLIENT,80236ED50,Spruce Cooperative Bank,Sole Proprietorship #10265,True
C_000447,CLIENT,802371D80,Bank of the South,Sole Proprietorship #4957,True
C_000448,CLIENT,802396820,Savings Bank of Indianapolis,Sole Proprietorship #16601,False
C_000449,CLIENT,8023970E0,Bank of Chicago,Partnership #14779,False
C_000450,CLIENT,802397850,Baltech Community Bank,Corporation #5724,False
C_000451,CLIENT,80239A430,First Bank of Tampa,Sole Proprietorship #562,True
C_000452,CLIENT,80239B980,Bank of the South,Sole Proprietorship #5189,False
C_000453,CLIENT,8023D9D60,Golden Thrift,Sole Proprietorship #10845,False
C_000454,CLIENT,8024018F0,Plandor Savings Bank,Partnership #5236,True
C_000455,CLIENT,802458B00,Hearthstone Thrift,Partnership #40589,False
C_000456,CLIENT,80246E400,Bank of Arkadelphia,Partnership #7726,False
C_000457,CLIENT,80246EDA0,Hilltop Trust Bank,Partnership #38772,False
C_000458,CLIENT,80248B3E0,Golden Thrift,Sole Proprietorship #6475,False
C_000459,CLIENT,8024C8D80,Spruce Cooperative Bank,Corporation #4175,False
C_000460,CLIENT,8024CAB50,Savings Bank of Butte,Partnership #3865,False
C_000461,CLIENT,8024CABF0,Heath Savings Bank,Partnership #12039,False
C_000462,CLIENT,80250A0C0,Plateau Community Bank,Corporation #36824,False
C_000463,CLIENT,80250C670,Savings Bank of Sacramento,Partnership #5471,False
C_000464,CLIENT,802555EE0,Spruce Trust Bank,Corporation #40757,True
C_000465,CLIENT,80255E6A0,National Bank of Boston,Corporation #39871,True
C_000466,CLIENT,8026C7E90,Italy Bank #304,Corporation #28019,False
C_000467,CLIENT,8026CBAD0,Belgium Bank #152,Sole Proprietorship #23223,False
C_000468,CLIENT,8026CBE40,Austria Bank #2,Sole Proprietorship #23613,False
C_000469,CLIENT,8026D8240,National Bank of Pittsburgh,Corporation #4334,False
C_000470,CLIENT,8026F8D40,France Bank #51,Corporation #20940,False
C_000471,CLIENT,8027003B0,Spain Bank #37,Corporation #52692,False
C_000472,CLIENT,802702CE0,Greece Bank #77,Corporation #21023,False
C_000473,CLIENT,802703870,Spain Bank #450,Corporation #37388,False
C_000474,CLIENT,80273FB80,Baltech Community Bank,Corporation #44991,True
C_000475,CLIENT,80278EF50,Spain Bank #4532,Corporation #24787,False
C_000476,CLIENT,8027A9260,Savings Bank of Los Angeles,Sole Proprietorship #5409,True
C_000477,CLIENT,8027CB4E0,Baltech Community Bank,Partnership #14621,True
C_000478,CLIENT,8027D0280,Hilltop Community Bank,Sole Proprietorship #5436,False
C_000479,CLIENT,8027E2CB0,Germany Bank #4950,Partnership #28514,False
C_000480,CLIENT,80280B1F0,Netherlands Bank #113,Sole Proprietorship #3072,False
C_000481,CLIENT,80280B6F0,Germany Bank #214,Sole Proprietorship #22868,False
C_000482,CLIENT,802813BC0,Germany Bank #21,Corporation #25367,False
C_000483,CLIENT,802814FB0,Germany Bank #92,Sole Proprietorship #45958,False
C_000484,CLIENT,80282AA60,Spain Bank #12,Corporation #20402,False
C_000485,CLIENT,80282E880,Germany Bank #179,Partnership #48335,False
C_000486,CLIENT,80282F050,Netherlands Bank #4,Sole Proprietorship #22836,False
C_000487,CLIENT,80286F5F0,Savings Bank of New Orleans,Corporation #37945,True
C_000488,CLIENT,8028AC420,Spain Bank #64,Corporation #41251,True
C_000489,CLIENT,8028DCAE0,Italy Bank #84,Sole Proprietorship #23867,True
C_000490,CLIENT,8028F11A0,Savings Bank of Danbury,Sole Proprietorship #53700,False
C_000491,CLIENT,8028F33F0,First Bank of Danbury,Partnership #6799,False
C_000492,CLIENT,8028F4240,Savings Bank of Fairfield,Sole Proprietorship #9512,False
C_000493,CLIENT,8028F6660,Bank of Arkadelphia,Corporation #4525,False
C_000494,CLIENT,8028F7EA0,First Bank of Los Angeles,Partnership #8928,False
C_000495,CLIENT,8028F8670,Bank of Hartford,Sole Proprietorship #5572,False
C_000496,CLIENT,80290FD30,Bank of Hartford,Partnership #5528,False
C_000497,CLIENT,802910C20,Savings Bank of the Valley,Partnership #16183,False
C_000498,CLIENT,802910E50,Savings Bank of Dallas,Corporation #1196,False
C_000499,CLIENT,802919450,Acme Federal Bank,Partnership #4703,False
C_000500,CLIENT,802929810,Capital Trust Bank,Partnership #5852,True
C_000501,CLIENT,802934D60,Regents Trust Bank,Sole Proprietorship #6095,False
C_000502,CLIENT,80296CA20,Belgium Bank #79,Corporation #20603,True
C_000503,CLIENT,802974110,Savings Bank of Billings,Sole Proprietorship #48037,True
C_000504,CLIENT,802993780,Austria Bank #20,Sole Proprietorship #23877,True
C_000505,CLIENT,802A66370,Bank of Helena,Partnership #5424,True
C_000506,CLIENT,802ABB380,Bank of Plattsburg,Partnership #43149,False
C_000507,CLIENT,802C61040,Savings Bank of New York,Sole Proprietorship #4001,True
C_000508,CLIENT,802C72030,Germany Bank #4504,Sole Proprietorship #27137,False
C_000509,CLIENT,802CCDF10,National Bank of New Orleans,Corporation #10100,True
C_000510,CLIENT,802CE4A20,National Bank of Pittsburgh,Sole Proprietorship #6782,False
C_000511,CLIENT,802D0FB40,Spain Bank #23,Sole Proprietorship #24212,True
C_000512,CLIENT,802DDEDC0,Spain Bank #1561,Sole Proprietorship #54137,False
C_000513,CLIENT,802E15100,First Bank of Montpelier,Partnership #6343,True
C_000514,CLIENT,802E2AD70,Savings Bank of Huron,Sole Proprietorship #17934,True
C_000515,CLIENT,802E5BE90,Savings Bank of Huron,Corporation #4954,False
C_000516,CLIENT,802EAF7D0,Bank of Laramie,Partnership #281,True
C_000517,CLIENT,802F5E0D0,Croatia Bank #36,Sole Proprietorship #49266,True
C_000518,CLIENT,802FBEBC0,China Bank #2,Partnership #30460,True
C_000519,CLIENT,802FDD680,China Bank #6,Sole Proprietorship #29394,True
C_000520,CLIENT,80303F3C0,Bank of Fort Wayne,Corporation #5100,True
C_000521,CLIENT,803144A90,China Bank #8,Partnership #31104,True
C_000522,CLIENT,803146110,China Bank #2,Corporation #28289,True
C_000523,CLIENT,8031B5390,Flagstone Federal Bank,Corporation #3680,True
